Time,Power,Force,Tail Length,EFO Current,Temp,Ball-area,Ball-Version,Ball-Shear,Ball-Size(X) ,Ball-Size(Y) ,Ball-Size(Z) 
40,60,50,250,35,160,25,1,44.773,76,83,14
40,60,50,250,35,160,25,1,48.523,75,72,14
40,60,50,250,35,160,25,1,51.05,75,80,11
40,60,50,250,35,160,25,1,45.741,74,73,15
40,60,50,250,35,160,25,1,44.643,74,78,12
40,60,50,250,35,160,25,1,43.656,74,78,12
40,60,50,250,35,160,25,1,46.03,75,79,12
40,60,50,250,35,160,25,1,48.369,74,76,12
40,60,50,250,35,160,25,1,50.858,75,77,13
40,60,50,250,35,160,25,1,44.899,71,72,13
40,60,50,250,35,160,25,0,42.644,75,83,11
40,60,50,250,35,160,25,0,45.753,74,77,10
40,60,50,250,35,160,25,0,49.82,77,84,10
40,60,50,250,35,160,25,0,47.508,77,77,13
40,60,50,250,35,160,25,0,48.059,75,80,11
40,60,50,250,35,160,25,0,45.536,77,77,9
40,60,50,250,35,160,25,0,44.923,75,83,12
40,60,50,250,35,160,25,0,47.016,75,80,12
40,60,50,250,35,160,25,0,44.821,75,83,12
40,60,50,250,35,160,25,0,45.342,74,74,12
40,60,40,200,35,160,5,1,39.784,71,78,13
40,60,40,200,35,160,5,1,44.259,71,72,11
40,60,40,200,35,160,5,1,44.477,73,79,11
40,60,40,200,35,160,5,1,44.129,71,73,12
40,60,40,200,35,160,5,1,44.81,73,75,14
40,60,40,200,35,160,5,1,45.326,74,74,12
40,60,40,200,35,160,5,1,46.428,74,76,14
40,60,40,200,35,160,5,1,48.434,71,73,13
40,60,40,200,35,160,5,1,47.836,74,74,13
40,60,40,200,35,160,5,1,45.444,71,72,13
40,60,40,200,35,160,5,0,41.744,74,81,13
40,60,40,200,35,160,5,0,41.168,73,74,10
40,60,40,200,35,160,5,0,47.253,73,78,10
40,60,40,200,35,160,5,0,43.859,74,75,13
40,60,40,200,35,160,5,0,43.824,75,77,12
40,60,40,200,35,160,5,0,47.12,73,76,11
40,60,40,200,35,160,5,0,47.03,77,78,13
40,60,40,200,35,160,5,0,47.761,71,73,13
40,60,40,200,35,160,5,0,47.912,75,77,11
40,60,40,200,35,160,5,0,44.532,71,74,10
40,60,40,200,35,160,15,1,44.009,75,78,12
40,60,40,200,35,160,15,1,41.565,73,73,10
40,60,40,200,35,160,15,1,44.27,74,72,13
40,60,40,200,35,160,15,1,43.273,71,75,12
40,60,40,200,35,160,15,1,44.814,71,73,13
40,60,40,200,35,160,15,1,44.941,71,72,17
40,60,40,200,35,160,15,1,45.674,75,77,14
40,60,40,200,35,160,15,1,38.897,71,75,15
40,60,40,200,35,160,15,1,45.172,74,76,13
40,60,40,200,35,160,15,1,44.333,71,72,14
40,60,40,200,35,160,15,0,44.278,77,80,14
40,60,40,200,35,160,15,0,47.389,73,74,11
40,60,40,200,35,160,15,0,49.847,71,75,10
40,60,40,200,35,160,15,0,45.864,74,72,14
40,60,40,200,35,160,15,0,44.884,71,76,14
40,60,40,200,35,160,15,0,44.566,71,73,14
40,60,40,200,35,160,15,0,46.985,74,77,13
40,60,40,200,35,160,15,0,39.517,74,74,13
40,60,40,200,35,160,15,0,46.911,74,78,13
40,60,40,200,35,160,15,0,44.599,71,71,13
40,60,40,200,35,160,25,1,41.794,74,80,13
40,60,40,200,35,160,25,1,44.318,73,73,14
40,60,40,200,35,160,25,1,46.042,74,74,13
40,60,40,200,35,160,25,1,43.07,71,72,13
40,60,40,200,35,160,25,1,41.962,71,76,13
40,60,40,200,35,160,25,1,38.649,71,76,14
40,60,40,200,35,160,25,1,44.868,74,74,13
40,60,40,200,35,160,25,1,46.927,71,73,13
40,60,40,200,35,160,25,1,45.752,74,78,14
40,60,40,200,35,160,25,1,44.522,73,75,13
40,60,40,200,35,160,25,0,42.99,74,81,13
40,60,40,200,35,160,25,0,47.061,73,74,13
40,60,40,200,35,160,25,0,43.46,74,75,12
40,60,40,200,35,160,25,0,40.439,71,73,13
40,60,40,200,35,160,25,0,38.112,75,77,13
40,60,40,200,35,160,25,0,44.666,71,77,13
40,60,40,200,35,160,25,0,42.665,75,79,12
40,60,40,200,35,160,25,0,42.989,71,75,13
40,60,40,200,35,160,25,0,44.598,71,81,12
40,60,40,200,35,160,25,0,49.692,75,75,13
40,60,40,250,35,160,5,1,48.16,74,78,15
40,60,40,250,35,160,5,1,50.49,71,73,14
40,60,40,250,35,160,5,1,49.05,71,78,13
40,60,40,250,35,160,5,1,47.74,73,73,14
40,60,40,250,35,160,5,1,47.35,74,80,14
40,60,40,250,35,160,5,1,44.21,74,80,13
40,60,40,250,35,160,5,1,41.68,74,77,13
40,60,40,250,35,160,5,1,52.66,74,73,13
40,60,40,250,35,160,5,1,51.1,74,74,15
40,60,40,250,35,160,5,1,52.1,74,77,13
40,60,40,250,35,160,5,0,44.31,73,78,11
40,60,40,250,35,160,5,0,46.26,75,76,13
40,60,40,250,35,160,5,0,53.03,75,78,15
40,60,40,250,35,160,5,0,49.33,73,75,13
40,60,40,250,35,160,5,0,47.64,75,81,13
40,60,40,250,35,160,5,0,45.75,74,79,13
40,60,40,250,35,160,5,0,49.96,75,80,13
40,60,40,250,35,160,5,0,46.26,74,75,13
40,60,40,250,35,160,5,0,54.47,74,78,14
40,60,40,250,35,160,5,0,51.72,74,76,14
40,60,40,250,35,160,15,1,46.96,74,76,14
40,60,40,250,35,160,15,1,50.85,74,75,13
40,60,40,250,35,160,15,1,49.82,71,77,13
40,60,40,250,35,160,15,1,45.28,74,77,14
40,60,40,250,35,160,15,1,50.25,71,78,14
40,60,40,250,35,160,15,1,49.47,74,76,13
40,60,40,250,35,160,15,1,45.39,74,75,13
40,60,40,250,35,160,15,1,49.04,74,78,13
40,60,40,250,35,160,15,1,51.57,71,77,15
40,60,40,250,35,160,15,1,48.42,73,77,14
40,60,40,250,35,160,15,0,49.42,74,79,15
40,60,40,250,35,160,15,0,43.51,74,76,13
40,60,40,250,35,160,15,0,51.92,75,77,13
40,60,40,250,35,160,15,0,48.65,74,73,14
40,60,40,250,35,160,15,0,49.62,74,77,13
40,60,40,250,35,160,15,0,49.99,74,74,13
40,60,40,250,35,160,15,0,48.2,74,77,14
40,60,40,250,35,160,15,0,50.49,71,77,13
40,60,40,250,35,160,15,0,53.56,71,73,14
40,60,40,250,35,160,15,0,51.57,74,75,13
40,60,40,250,35,160,25,1,47.64,74,80,14
40,60,40,250,35,160,25,1,52.08,71,72,15
40,60,40,250,35,160,25,1,48.71,72,74,14
40,60,40,250,35,160,25,1,46.26,72,72,13
40,60,40,250,35,160,25,1,49.36,74,76,13
40,60,40,250,35,160,25,1,45.89,77,76,14
40,60,40,250,35,160,25,1,43.46,71,74,14
40,60,40,250,35,160,25,1,46.99,71,73,13
40,60,40,250,35,160,25,1,47.21,75,75,13
40,60,40,250,35,160,25,1,48.56,71,76,14
40,60,40,250,35,160,25,0,46.48,75,80,13
40,60,40,250,35,160,25,0,52.89,71,73,14
40,60,40,250,35,160,25,0,52.07,75,76,13
40,60,40,250,35,160,25,0,45.66,74,76,13
40,60,40,250,35,160,25,0,50.7,75,80,13
40,60,40,250,35,160,25,0,45.76,75,78,13
40,60,40,250,35,160,25,0,50.67,78,79,14
40,60,40,250,35,160,25,0,46.04,71,76,14
40,60,40,250,35,160,25,0,51.15,71,76,13
40,60,40,250,35,160,25,0,49.6,74,76,14
40,60,40,300,35,160,5,1,48.57,71,77,14
40,60,40,300,35,160,5,1,47.95,74,74,13
40,60,40,300,35,160,5,1,49.5,74,74,14
40,60,40,300,35,160,5,1,47.22,71,73,13
40,60,40,300,35,160,5,1,46.95,75,75,14
40,60,40,300,35,160,5,1,50.49,74,78,14
40,60,40,300,35,160,5,1,46.83,72,73,13
40,60,40,300,35,160,5,1,49.97,74,75,13
40,60,40,300,35,160,5,1,54.28,75,77,13
40,60,40,300,35,160,5,1,50.29,75,78,16
40,60,40,300,35,160,5,0,53.61,78,79,13
40,60,40,300,35,160,5,0,45.88,75,80,13
40,60,40,300,35,160,5,0,51.78,71,77,15
40,60,40,300,35,160,5,0,50.27,75,74,13
40,60,40,300,35,160,5,0,47.46,74,79,14
40,60,40,300,35,160,5,0,45.15,75,80,13
40,60,40,300,35,160,5,0,46.01,75,78,13
40,60,40,300,35,160,5,0,45.55,72,78,13
40,60,40,300,35,160,5,0,54.24,72,79,13
40,60,40,300,35,160,5,0,47.77,74,78,13
40,60,40,300,35,160,15,1,47.7,74,78,13
40,60,40,300,35,160,15,1,50.96,72,77,14
40,60,40,300,35,160,15,1,54.25,71,76,14
40,60,40,300,35,160,15,1,51.26,74,75,13
40,60,40,300,35,160,15,1,49.93,74,79,14
40,60,40,300,35,160,15,1,43.8,77,76,13
40,60,40,300,35,160,15,1,49.56,72,76,14
40,60,40,300,35,160,15,1,49.54,71,76,14
40,60,40,300,35,160,15,1,51.7,74,75,14
40,60,40,300,35,160,15,1,51.63,73,74,13
40,60,40,300,35,160,15,0,49.75,74,77,13
40,60,40,300,35,160,15,0,52.66,74,78,15
40,60,40,300,35,160,15,0,54.66,74,78,14
40,60,40,300,35,160,15,0,52.28,73,75,13
40,60,40,300,35,160,15,0,47.41,74,78,13
40,60,40,300,35,160,15,0,48.71,75,77,13
40,60,40,300,35,160,15,0,52.34,74,78,15
40,60,40,300,35,160,15,0,52.44,72,74,13
40,60,40,300,35,160,15,0,47.94,72,77,14
40,60,40,300,35,160,15,0,50.32,74,73,13
40,60,40,300,35,160,25,1,46.12,74,79,15
40,60,40,300,35,160,25,1,49.84,73,78,13
40,60,40,300,35,160,25,1,44.64,73,76,13
40,60,40,300,35,160,25,1,47.05,74,74,15
40,60,40,300,35,160,25,1,49.42,75,80,13
40,60,40,300,35,160,25,1,48.01,74,76,15
40,60,40,300,35,160,25,1,48.92,74,73,14
40,60,40,300,35,160,25,1,51.61,74,76,16
40,60,40,300,35,160,25,1,55.26,73,74,16
40,60,40,300,35,160,25,1,48.97,72,75,13
40,60,40,300,35,160,25,0,44.72,75,81,13
40,60,40,300,35,160,25,0,48.94,72,75,13
40,60,40,300,35,160,25,0,49.35,72,80,12
40,60,40,300,35,160,25,0,44.75,75,79,13
40,60,40,300,35,160,25,0,44.84,75,80,13
40,60,40,300,35,160,25,0,48.52,75,78,13
40,60,40,300,35,160,25,0,52.36,75,80,15
40,60,40,300,35,160,25,0,48.54,75,72,17
40,60,40,300,35,160,25,0,55.96,71,75,13
40,60,40,300,35,160,25,0,54.47,74,77,15
40,60,40,250,25,160,5,1,37.543,72,75,10
40,60,40,250,25,160,5,1,40.831,69,71,10
40,60,40,250,25,160,5,1,40.145,70,74,11
40,60,40,250,25,160,5,1,39.598,70,72,10
40,60,40,250,25,160,5,1,34.744,70,77,10
40,60,40,250,25,160,5,1,41.893,70,78,10
40,60,40,250,25,160,5,1,40.053,72,74,10
40,60,40,250,25,160,5,1,35.287,70,72,9
40,60,40,250,25,160,5,1,37.881,70,73,9
40,60,40,250,25,160,5,1,38.985,70,73,9
40,60,40,250,25,160,5,0,33.57,74,75,10
40,60,40,250,25,160,5,0,35.796,70,72,9
40,60,40,250,25,160,5,0,38.268,72,77,10
40,60,40,250,25,160,5,0,33.757,72,74,11
40,60,40,250,25,160,5,0,32.277,72,76,10
40,60,40,250,25,160,5,0,36.623,72,75,9
40,60,40,250,25,160,5,0,43.146,76,77,9
40,60,40,250,25,160,5,0,35.926,70,75,9
40,60,40,250,25,160,5,0,42.232,70,77,9
40,60,40,250,25,160,5,0,33.798,70,72,10
40,60,40,250,25,160,15,1,40.922,70,74,10
40,60,40,250,25,160,15,1,38.342,70,71,9
40,60,40,250,25,160,15,1,40.623,72,77,10
40,60,40,250,25,160,15,1,40.863,70,75,9
40,60,40,250,25,160,15,1,41.827,70,77,10
40,60,40,250,25,160,15,1,34.042,70,77,10
40,60,40,250,25,160,15,1,40.035,70,78,9
40,60,40,250,25,160,15,1,33.496,70,74,10
40,60,40,250,25,160,15,1,40.236,70,75,10
40,60,40,250,25,160,15,1,35.639,72,74,10
40,60,40,250,25,160,15,0,39.238,70,76,10
40,60,40,250,25,160,15,0,36.514,69,72,10
40,60,40,250,25,160,15,0,39.708,72,78,10
40,60,40,250,25,160,15,0,39.01,70,73,10
40,60,40,250,25,160,15,0,35.802,72,77,10
40,60,40,250,25,160,15,0,35.124,70,76,9
40,60,40,250,25,160,15,0,42.169,70,76,9
40,60,40,250,25,160,15,0,36.553,72,73,10
40,60,40,250,25,160,15,0,36.106,70,76,9
40,60,40,250,25,160,15,0,37.598,70,74,9
40,60,40,250,25,160,25,1,33.761,71,79,10
40,60,40,250,25,160,25,1,43.966,70,71,9
40,60,40,250,25,160,25,1,40.773,68,71,10
40,60,40,250,25,160,25,1,40.399,70,71,9
40,60,40,250,25,160,25,1,34.088,70,76,10
40,60,40,250,25,160,25,1,34.107,70,76,10
40,60,40,250,25,160,25,1,37.502,70,71,10
40,60,40,250,25,160,25,1,38.851,70,72,10
40,60,40,250,25,160,25,1,40.45,70,75,10
40,60,40,250,25,160,25,1,35.734,70,76,10
40,60,40,250,25,160,25,0,35.261,72,80,9
40,60,40,250,25,160,25,0,41.706,70,77,9
40,60,40,250,25,160,25,0,38.731,70,76,9
40,60,40,250,25,160,25,0,37.126,72,74,9
40,60,40,250,25,160,25,0,37.826,70,76,10
40,60,40,250,25,160,25,0,36.127,70,77,10
40,60,40,250,25,160,25,0,37.375,72,75,9
40,60,40,250,25,160,25,0,32.814,72,75,9
40,60,40,250,25,160,25,0,34.86,70,76,10
40,60,40,250,25,160,25,0,35.43,70,75,10
40,60,40,250,35,160,5,1,50.23,70,77,12
40,60,40,250,35,160,5,1,49.74,71,72,13
40,60,40,250,35,160,5,1,53.67,74,76,13
40,60,40,250,35,160,5,1,45.99,74,77,12
40,60,40,250,35,160,5,1,46.79,71,72,13
40,60,40,250,35,160,5,1,47.31,70,76,11
40,60,40,250,35,160,5,1,50.47,72,74,12
40,60,40,250,35,160,5,1,46.52,70,74,12
40,60,40,250,35,160,5,1,47.91,70,72,12
40,60,40,250,35,160,5,1,44.76,71,73,13
40,60,40,250,35,160,5,0,48.17,72,76,12
40,60,40,250,35,160,5,0,49.92,72,75,12
40,60,40,250,35,160,5,0,49.9,72,77,12
40,60,40,250,35,160,5,0,46.43,73,77,13
40,60,40,250,35,160,5,0,44.96,72,73,12
40,60,40,250,35,160,5,0,42.04,74,76,12
40,60,40,250,35,160,5,0,53.51,73,77,11
40,60,40,250,35,160,5,0,44.85,72,76,12
40,60,40,250,35,160,5,0,51.01,70,75,12
40,60,40,250,35,160,5,0,45.1,70,76,11
40,60,40,250,35,160,15,1,48.32,72,73,12
40,60,40,250,35,160,15,1,53.19,72,73,13
40,60,40,250,35,160,15,1,53.81,70,73,13
40,60,40,250,35,160,15,1,49.3,71,72,13
40,60,40,250,35,160,15,1,51.13,72,76,12
40,60,40,250,35,160,15,1,49.95,72,75,13
40,60,40,250,35,160,15,1,52.66,70,75,13
40,60,40,250,35,160,15,1,45.25,72,74,13
40,60,40,250,35,160,15,1,48.06,72,75,13
40,60,40,250,35,160,15,1,44.36,72,73,13
40,60,40,250,35,160,15,0,48.12,72,76,12
40,60,40,250,35,160,15,0,50.63,72,72,12
40,60,40,250,35,160,15,0,51.26,74,75,12
40,60,40,250,35,160,15,0,46.16,70,73,12
40,60,40,250,35,160,15,0,49.63,72,77,13
40,60,40,250,35,160,15,0,50.35,72,75,13
40,60,40,250,35,160,15,0,50.92,73,76,13
40,60,40,250,35,160,15,0,45.77,70,72,14
40,60,40,250,35,160,15,0,47.6,72,77,12
40,60,40,250,35,160,15,0,44.96,72,73,14
40,60,40,250,35,160,25,1,51.75,76,78,12
40,60,40,250,35,160,25,1,52.36,70,72,13
40,60,40,250,35,160,25,1,52.89,70,75,13
40,60,40,250,35,160,25,1,48.06,69,70,13
40,60,40,250,35,160,25,1,50.2,70,75,13
40,60,40,250,35,160,25,1,43.98,73,74,13
40,60,40,250,35,160,25,1,51.28,73,74,13
40,60,40,250,35,160,25,1,49.15,70,72,12
40,60,40,250,35,160,25,1,47.66,72,76,12
40,60,40,250,35,160,25,1,42.75,72,73,13
40,60,40,250,35,160,25,0,52.51,72,78,12
40,60,40,250,35,160,25,0,54.25,72,76,12
40,60,40,250,35,160,25,0,52.06,72,77,12
40,60,40,250,35,160,25,0,49.23,70,74,12
40,60,40,250,35,160,25,0,49.29,72,76,13
40,60,40,250,35,160,25,0,39.59,72,78,13
40,60,40,250,35,160,25,0,49.37,74,78,13
40,60,40,250,35,160,25,0,52.75,72,75,12
40,60,40,250,35,160,25,0,47.7,72,78,13
40,60,40,250,35,160,25,0,42.37,72,74,12
40,60,40,250,45,160,5,1,53.94,70,75,14
40,60,40,250,45,160,5,1,54.24,70,71,15
40,60,40,250,45,160,5,1,53.85,71,72,15
40,60,40,250,45,160,5,1,53.56,70,72,15
40,60,40,250,45,160,5,1,54.43,72,75,14
40,60,40,250,45,160,5,1,50.26,73,74,14
40,60,40,250,45,160,5,1,56.69,72,76,13
40,60,40,250,45,160,5,1,46.91,70,72,14
40,60,40,250,45,160,5,1,51.52,74,76,15
40,60,40,250,45,160,5,1,45.62,69,71,14
40,60,40,250,45,160,5,0,54.56,75,80,14
40,60,40,250,45,160,5,0,58.01,71,72,15
40,60,40,250,45,160,5,0,57.21,70,73,15
40,60,40,250,45,160,5,0,54.23,70,72,14
40,60,40,250,45,160,5,0,53.73,72,78,14
40,60,40,250,45,160,5,0,47.65,70,77,15
40,60,40,250,45,160,5,0,55.16,72,76,13
40,60,40,250,45,160,5,0,49.27,70,75,14
40,60,40,250,45,160,5,0,51.69,74,78,15
40,60,40,250,45,160,5,0,50.37,72,76,13
40,60,40,250,45,160,15,1,56.45,74,76,14
40,60,40,250,45,160,15,1,56.58,70,74,13
40,60,40,250,45,160,15,1,55.99,72,74,14
40,60,40,250,45,160,15,1,53.43,70,75,14
40,60,40,250,45,160,15,1,56.43,70,71,14
40,60,40,250,45,160,15,1,51.64,70,75,14
40,60,40,250,45,160,15,1,56.83,70,74,13
40,60,40,250,45,160,15,1,53.31,70,73,15
40,60,40,250,45,160,15,1,54.78,70,73,15
40,60,40,250,45,160,15,1,52.54,70,71,15
40,60,40,250,45,160,15,0,54.22,70,75,13
40,60,40,250,45,160,15,0,57.67,70,74,13
40,60,40,250,45,160,15,0,62.37,73,76,14
40,60,40,250,45,160,15,0,56.31,72,74,14
40,60,40,250,45,160,15,0,57.06,70,73,13
40,60,40,250,45,160,15,0,53.44,72,74,15
40,60,40,250,45,160,15,0,59.33,70,73,13
40,60,40,250,45,160,15,0,49.55,70,73,15
40,60,40,250,45,160,15,0,53.61,74,78,15
40,60,40,250,45,160,15,0,50.85,70,73,15
40,60,40,250,45,160,25,1,55.43,72,77,13
40,60,40,250,45,160,25,1,57.43,70,72,13
40,60,40,250,45,160,25,1,56.33,70,72,14
40,60,40,250,45,160,25,1,56.8,72,74,14
40,60,40,250,45,160,25,1,55.32,75,79,15
40,60,40,250,45,160,25,1,54.57,70,73,14
40,60,40,250,45,160,25,1,54.08,71,73,15
40,60,40,250,45,160,25,1,54.14,71,72,15
40,60,40,250,45,160,25,1,54.37,72,73,14
40,60,40,250,45,160,25,1,50.71,70,75,14
40,60,40,250,45,160,25,0,55.78,74,80,13
40,60,40,250,45,160,25,0,58.21,70,74,13
40,60,40,250,45,160,25,0,58.53,70,74,13
40,60,40,250,45,160,25,0,53.65,71,76,13
40,60,40,250,45,160,25,0,58.72,74,80,14
40,60,40,250,45,160,25,0,54.59,74,80,14
40,60,40,250,45,160,25,0,59.54,72,75,15
40,60,40,250,45,160,25,0,54.67,70,72,14
40,60,40,250,45,160,25,0,55.19,72,75,14
40,60,40,250,45,160,25,0,48.7,70,76,13
40,60,40,250,35,140,5,1,45.71,72,78,15
40,60,40,250,35,140,5,1,51.91,69,71,13
40,60,40,250,35,140,5,1,51.77,69,70,13
40,60,40,250,35,140,5,1,48.94,69,70,13
40,60,40,250,35,140,5,1,50.19,70,72,14
40,60,40,250,35,140,5,1,48.37,70,73,13
40,60,40,250,35,140,5,1,47.77,70,71,13
40,60,40,250,35,140,5,1,50.5,72,74,13
40,60,40,250,35,140,5,1,43.84,70,74,13
40,60,40,250,35,140,5,1,42.87,69,70,14
40,60,40,250,35,140,5,0,48.11,72,79,14
40,60,40,250,35,140,5,0,51.18,72,73,13
40,60,40,250,35,140,5,0,53.16,69,70,13
40,60,40,250,35,140,5,0,48.36,70,71,13
40,60,40,250,35,140,5,0,51.34,74,78,13
40,60,40,250,35,140,5,0,44.53,70,74,13
40,60,40,250,35,140,5,0,50,69,71,12
40,60,40,250,35,140,5,0,47.82,70,73,13
40,60,40,250,35,140,5,0,45.48,70,76,15
40,60,40,250,35,140,5,0,45.31,70,72,14
40,60,40,250,35,140,15,1,48.52,72,73,15
40,60,40,250,35,140,15,1,53.32,70,72,14
40,60,40,250,35,140,15,1,52.05,72,75,14
40,60,40,250,35,140,15,1,52.99,72,74,13
40,60,40,250,35,140,15,1,48.13,72,74,14
40,60,40,250,35,140,15,1,49.07,70,73,15
40,60,40,250,35,140,15,1,47.7,70,72,13
40,60,40,250,35,140,15,1,51.64,70,71,14
40,60,40,250,35,140,15,1,51.89,72,73,14
40,60,40,250,35,140,15,1,47.56,68,69,15
40,60,40,250,35,140,15,0,50.97,70,71,14
40,60,40,250,35,140,15,0,52.57,70,72,14
40,60,40,250,35,140,15,0,52.9,71,77,14
40,60,40,250,35,140,15,0,50.96,71,73,14
40,60,40,250,35,140,15,0,48.93,71,75,14
40,60,40,250,35,140,15,0,49.44,71,76,14
40,60,40,250,35,140,15,0,46.84,72,75,14
40,60,40,250,35,140,15,0,50.75,70,70,13
40,60,40,250,35,140,15,0,52.25,72,76,14
40,60,40,250,35,140,15,0,48.13,70,71,15
40,60,40,250,35,140,25,1,47.68,70,79,13
40,60,40,250,35,140,25,1,52.99,70,70,14
40,60,40,250,35,140,25,1,51.84,70,73,15
40,60,40,250,35,140,25,1,50.57,70,72,15
40,60,40,250,35,140,25,1,51.51,70,74,15
40,60,40,250,35,140,25,1,47.27,70,74,15
40,60,40,250,35,140,25,1,49.29,70,71,15
40,60,40,250,35,140,25,1,51.54,70,72,14
40,60,40,250,35,140,25,1,49.68,70,74,13
40,60,40,250,35,140,25,1,44.04,69,70,14
40,60,40,250,35,140,25,0,48.46,72,80,13
40,60,40,250,35,140,25,0,50.26,72,73,14
40,60,40,250,35,140,25,0,54.19,70,71,14
40,60,40,250,35,140,25,0,52.32,70,75,15
40,60,40,250,35,140,25,0,50.17,70,75,14
40,60,40,250,35,140,25,0,45.4,70,76,14
40,60,40,250,35,140,25,0,51.98,71,72,15
40,60,40,250,35,140,25,0,45.66,70,71,13
40,60,40,250,35,140,25,0,51.86,70,76,13
40,60,40,250,35,140,25,0,43.2,69,71,13
40,60,40,250,35,160,5,1,46.84,68,72,13
40,60,40,250,35,160,5,1,48.85,70,71,13
40,60,40,250,35,160,5,1,56.32,69,70,14
40,60,40,250,35,160,5,1,45.2,69,70,13
40,60,40,250,35,160,5,1,50.78,71,74,13
40,60,40,250,35,160,5,1,48.24,70,75,12
40,60,40,250,35,160,5,1,51.52,72,75,12
40,60,40,250,35,160,5,1,44.13,70,73,13
40,60,40,250,35,160,5,1,43.73,72,75,12
40,60,40,250,35,160,5,1,44.03,70,73,13
40,60,40,250,35,160,5,0,48.76,71,73,13
40,60,40,250,35,160,5,0,53.77,69,71,13
40,60,40,250,35,160,5,0,52.44,73,79,13
40,60,40,250,35,160,5,0,45.39,71,74,13
40,60,40,250,35,160,5,0,44.21,72,75,12
40,60,40,250,35,160,5,0,47.29,70,77,12
40,60,40,250,35,160,5,0,48.83,72,77,12
40,60,40,250,35,160,5,0,44.03,70,73,13
40,60,40,250,35,160,5,0,42.8,72,74,13
40,60,40,250,35,160,5,0,44.36,70,73,13
40,60,40,250,35,160,15,1,51.03,69,71,14
40,60,40,250,35,160,15,1,54.29,70,72,13
40,60,40,250,35,160,15,1,52.79,72,77,14
40,60,40,250,35,160,15,1,50.66,70,72,13
40,60,40,250,35,160,15,1,51.26,70,74,13
40,60,40,250,35,160,15,1,46.36,71,77,13
40,60,40,250,35,160,15,1,51.46,70,73,14
40,60,40,250,35,160,15,1,52.23,70,75,14
40,60,40,250,35,160,15,1,50.45,70,73,15
40,60,40,250,35,160,15,1,43.85,71,73,14
40,60,40,250,35,160,15,0,50.54,60,70,13
40,60,40,250,35,160,15,0,52,70,74,13
40,60,40,250,35,160,15,0,55.84,72,78,13
40,60,40,250,35,160,15,0,51.25,70,72,13
40,60,40,250,35,160,15,0,52.96,72,76,13
40,60,40,250,35,160,15,0,50.46,72,75,14
40,60,40,250,35,160,15,0,53.67,70,73,13
40,60,40,250,35,160,15,0,46.03,70,74,14
40,60,40,250,35,160,15,0,52.81,71,76,14
40,60,40,250,35,160,15,0,44.24,70,74,14
40,60,40,250,35,160,25,1,50.61,71,74,14
40,60,40,250,35,160,25,1,50.28,69,73,13
40,60,40,250,35,160,25,1,54.84,73,75,13
40,60,40,250,35,160,25,1,49.34,71,72,13
40,60,40,250,35,160,25,1,51.4,70,74,13
40,60,40,250,35,160,25,1,51.59,70,75,15
40,60,40,250,35,160,25,1,50.21,70,72,15
40,60,40,250,35,160,25,1,50.67,71,76,15
40,60,40,250,35,160,25,1,50.72,70,74,15
40,60,40,250,35,160,25,1,45.44,72,76,13
40,60,40,250,35,160,25,0,47.17,74,80,14
40,60,40,250,35,160,25,0,56.08,71,76,13
40,60,40,250,35,160,25,0,49.33,71,76,13
40,60,40,250,35,160,25,0,44.79,72,76,13
40,60,40,250,35,160,25,0,46.62,72,76,13
40,60,40,250,35,160,25,0,49.11,72,77,13
40,60,40,250,35,160,25,0,51.25,72,77,15
40,60,40,250,35,160,25,0,50.26,71,74,14
40,60,40,250,35,160,25,0,46.75,70,77,13
40,60,40,250,35,160,25,0,42.34,70,75,13
40,60,40,250,35,160,5,1,48.61,70,81,12
40,60,40,250,35,180,5,1,52.96,70,74,11
40,60,40,250,35,180,5,1,53.62,69,72,11
40,60,40,250,35,180,5,1,51.71,69,70,12
40,60,40,250,35,180,5,1,50.42,73,77,11
40,60,40,250,35,180,5,1,43.39,69,74,12
40,60,40,250,35,180,5,1,53.02,72,77,12
40,60,40,250,35,180,5,1,48.47,74,79,11
40,60,40,250,35,180,5,1,33.96,70,74,11
40,60,40,250,35,180,5,1,48.31,71,74,11
40,60,40,250,35,180,5,0,50.22,74,79,11
40,60,40,250,35,180,5,0,54.26,76,77,11
40,60,40,250,35,180,5,0,55.47,70,72,11
40,60,40,250,35,180,5,0,52.91,70,74,12
40,60,40,250,35,180,5,0,50.25,72,79,12
40,60,40,250,35,180,5,0,47.18,72,76,12
40,60,40,250,35,180,5,0,49.88,73,79,12
40,60,40,250,35,180,5,0,49.52,73,76,11
40,60,40,250,35,180,5,0,54.07,75,78,10
40,60,40,250,35,180,5,0,46.13,70,71,12
40,60,40,250,35,180,15,1,52.47,74,79,12
40,60,40,250,35,180,15,1,51.07,72,77,12
40,60,40,250,35,180,15,1,52.83,72,78,11
40,60,40,250,35,180,15,1,51.78,70,75,12
40,60,40,250,35,180,15,1,50.65,72,78,13
40,60,40,250,35,180,15,1,48.64,71,74,12
40,60,40,250,35,180,15,1,60.84,72,77,13
40,60,40,250,35,180,15,1,46.02,70,75,12
40,60,40,250,35,180,15,1,55.96,72,74,12
40,60,40,250,35,180,15,1,45.16,72,78,12
40,60,40,250,35,180,15,0,49.96,72,79,11
40,60,40,250,35,180,15,0,52.37,71,79,11
40,60,40,250,35,180,15,0,53.6,72,73,12
40,60,40,250,35,180,15,0,50.96,72,74,11
40,60,40,250,35,180,15,0,53.12,73,77,12
