No.,Item,Time,Power,Force,Tail Length,EFO Current,Temp,Ball-area,ball-Version ,推力數值,Ball-Size(X) ,Ball-Size(Y) ,Ball-Size(Z) 
644,11,40,60,40,250,35,160,25,P,46.26,72,72,13
645,11,40,60,40,250,35,160,25,P,49.36,74,76,13
646,11,40,60,40,250,35,160,25,P,45.89,77,76,14
647,11,40,60,40,250,35,160,25,P,43.46,71,74,14
648,11,40,60,40,250,35,160,25,P,46.99,71,73,13
649,11,40,60,40,250,35,160,25,P,47.21,75,75,13
650,11,40,60,40,250,35,160,25,P,48.56,71,76,14
651,11,40,60,40,250,35,160,25,N,46.48,75,80,13
652,11,40,60,40,250,35,160,25,N,52.89,71,73,14
653,11,40,60,40,250,35,160,25,N,52.07,75,76,13
654,11,40,60,40,250,35,160,25,N,45.66,74,76,13
655,11,40,60,40,250,35,160,25,N,50.7,75,80,13
656,11,40,60,40,250,35,160,25,N,45.76,75,78,13
657,11,40,60,40,250,35,160,25,N,50.67,78,79,14
658,11,40,60,40,250,35,160,25,N,46.04,71,76,14
659,11,40,60,40,250,35,160,25,N,51.15,71,76,13
660,11,40,60,40,250,35,160,25,N,49.6,74,76,14
661,12,40,60,40,300,35,160,5,P,48.57,71,77,14
662,12,40,60,40,300,35,160,5,P,47.95,74,74,13
663,12,40,60,40,300,35,160,5,P,49.5,74,74,14
664,12,40,60,40,300,35,160,5,P,47.22,71,73,13
665,12,40,60,40,300,35,160,5,P,46.95,75,75,14
666,12,40,60,40,300,35,160,5,P,50.49,74,78,14
667,12,40,60,40,300,35,160,5,P,46.83,72,73,13
668,12,40,60,40,300,35,160,5,P,49.97,74,75,13
669,12,40,60,40,300,35,160,5,P,54.28,75,77,13
670,12,40,60,40,300,35,160,5,P,50.29,75,78,16
671,12,40,60,40,300,35,160,5,N,53.61,78,79,13
672,12,40,60,40,300,35,160,5,N,45.88,75,80,13
673,12,40,60,40,300,35,160,5,N,51.78,71,77,15
674,12,40,60,40,300,35,160,5,N,50.27,75,74,13
675,12,40,60,40,300,35,160,5,N,47.46,74,79,14
676,12,40,60,40,300,35,160,5,N,45.15,75,80,13
677,12,40,60,40,300,35,160,5,N,46.01,75,78,13
678,12,40,60,40,300,35,160,5,N,45.55,72,78,13
679,12,40,60,40,300,35,160,5,N,54.24,72,79,13
680,12,40,60,40,300,35,160,5,N,47.77,74,78,13
681,12,40,60,40,300,35,160,15,P,47.7,74,78,13
682,12,40,60,40,300,35,160,15,P,50.96,72,77,14
683,12,40,60,40,300,35,160,15,P,54.25,71,76,14
684,12,40,60,40,300,35,160,15,P,51.26,74,75,13
685,12,40,60,40,300,35,160,15,P,49.93,74,79,14
686,12,40,60,40,300,35,160,15,P,43.8,77,76,13
687,12,40,60,40,300,35,160,15,P,49.56,72,76,14
688,12,40,60,40,300,35,160,15,P,49.54,71,76,14
689,12,40,60,40,300,35,160,15,P,51.7,74,75,14
690,12,40,60,40,300,35,160,15,P,51.63,73,74,13
691,12,40,60,40,300,35,160,15,N,49.75,74,77,13
692,12,40,60,40,300,35,160,15,N,52.66,74,78,15
693,12,40,60,40,300,35,160,15,N,54.66,74,78,14
694,12,40,60,40,300,35,160,15,N,52.28,73,75,13
695,12,40,60,40,300,35,160,15,N,47.41,74,78,13
696,12,40,60,40,300,35,160,15,N,48.71,75,77,13
697,12,40,60,40,300,35,160,15,N,52.34,74,78,15
698,12,40,60,40,300,35,160,15,N,52.44,72,74,13
699,12,40,60,40,300,35,160,15,N,47.94,72,77,14
700,12,40,60,40,300,35,160,15,N,50.32,74,73,13
701,12,40,60,40,300,35,160,25,P,46.12,74,79,15
702,12,40,60,40,300,35,160,25,P,49.84,73,78,13
703,12,40,60,40,300,35,160,25,P,44.64,73,76,13
704,12,40,60,40,300,35,160,25,P,47.05,74,74,15
705,12,40,60,40,300,35,160,25,P,49.42,75,80,13
706,12,40,60,40,300,35,160,25,P,48.01,74,76,15
707,12,40,60,40,300,35,160,25,P,48.92,74,73,14
708,12,40,60,40,300,35,160,25,P,51.61,74,76,16
709,12,40,60,40,300,35,160,25,P,55.26,73,74,16
710,12,40,60,40,300,35,160,25,P,48.97,72,75,13
711,12,40,60,40,300,35,160,25,N,44.72,75,81,13
712,12,40,60,40,300,35,160,25,N,48.94,72,75,13
713,12,40,60,40,300,35,160,25,N,49.35,72,80,12
714,12,40,60,40,300,35,160,25,N,44.75,75,79,13
715,12,40,60,40,300,35,160,25,N,44.84,75,80,13
716,12,40,60,40,300,35,160,25,N,48.52,75,78,13
717,12,40,60,40,300,35,160,25,N,52.36,75,80,15
718,12,40,60,40,300,35,160,25,N,48.54,75,72,17
719,12,40,60,40,300,35,160,25,N,55.96,71,75,13
720,12,40,60,40,300,35,160,25,N,54.47,74,77,15
